ticket_id,customer_id,segment,created_date,created_month,created_quarter,channel,category,priority,status,assigned_agent,resolution_hours,csat_score,region,industry
T00187,C0006,Startup,2024-10-11,2024-10,Q4 2024,Email,Access & Authentication,Medium,Resolved,Emma Thompson,36.0,1.7,EMEA,Education
T00188,C0229,SMB,2024-09-01,2024-09,Q3 2024,Phone,Access & Authentication,Medium,In Progress,Emma Thompson,,,North America,Technology
T00189,C0135,Startup,2023-03-29,2023-03,Q1 2023,Phone,Integration & API,Medium,Resolved,James O'Brien,58.0,3.2,LATAM,Technology
T00190,C0125,Mid-Market,2023-03-15,2023-03,Q1 2023,Chat,Integration & API,Medium,In Progress,James O'Brien,,,APAC,Technology
T00191,C0165,Enterprise,2023-12-19,2023-12,Q4 2023,Self-Service Portal,Access & Authentication,Medium,Resolved,James O'Brien,26.0,1.6,EMEA,Retail
T00192,C0103,SMB,2024-12-02,2024-12,Q4 2024,Email,Feature Request,Low,Open,Marcus Johnson,,,EMEA,Education
T00193,C0157,Mid-Market,2024-04-05,2024-04,Q2 2024,Email,Data & Reporting,Low,Resolved,Sarah Chen,60.0,3.6,North America,Manufacturing
T00194,C0193,Mid-Market,2024-08-19,2024-08,Q3 2024,Email,Access & Authentication,High,Closed,Aisha Williams,5.0,2.7,LATAM,Manufacturing
T00195,C0185,Mid-Market,2023-04-21,2023-04,Q2 2023,Email,Security & Compliance,Medium,Resolved,James O'Brien,70.0,1.8,LATAM,Retail
T00196,C0257,Enterprise,2024-04-13,2024-04,Q2 2024,Self-Service Portal,Feature Request,Critical,Resolved,Carlos Rivera,8.0,3.5,LATAM,Technology
T00197,C0182,Enterprise,2024-10-02,2024-10,Q4 2024,Email,Product Education,Low,Open,Aisha Williams,,,North America,Logistics
T00198,C0116,SMB,2023-06-05,2023-06,Q2 2023,Phone,Data & Reporting,High,Resolved,Aisha Williams,17.0,3.8,North America,Retail
T00199,C0169,SMB,2024-04-04,2024-04,Q2 2024,Chat,Billing & Payments,High,Closed,Priya Patel,13.0,5.0,LATAM,Manufacturing
T00200,C0290,SMB,2023-06-11,2023-06,Q2 2023,Email,Performance & Stability,Low,Resolved,Aisha Williams,129.0,4.4,North America,Media
T00201,C0227,Enterprise,2024-10-14,2024-10,Q4 2024,Email,Billing & Payments,High,Open,James O'Brien,,,APAC,Media
T00202,C0014,SMB,2024-01-03,2024-01,Q1 2024,Phone,Positive Feedback,High,Resolved,Priya Patel,9.0,3.9,North America,Education
T00203,C0099,SMB,2023-08-20,2023-08,Q3 2023,Email,Feature Request,Critical,Resolved,David Kim,4.0,5.0,LATAM,Retail
T00204,C0251,Mid-Market,2024-12-05,2024-12,Q4 2024,Chat,Integration & API,High,Open,Sarah Chen,,,EMEA,Retail
T00205,C0267,SMB,2023-04-22,2023-04,Q2 2023,Self-Service Portal,Positive Feedback,Critical,Resolved,Sarah Chen,7.0,4.8,APAC,Manufacturing
T00206,C0098,Mid-Market,2023-10-26,2023-10,Q4 2023,Email,Security & Compliance,Low,In Progress,Priya Patel,,,LATAM,Financial Services
T00207,C0238,Mid-Market,2024-10-23,2024-10,Q4 2024,Phone,Feature Request,High,Closed,Priya Patel,16.0,3.9,EMEA,Logistics
T00208,C0233,Enterprise,2024-08-27,2024-08,Q3 2024,Email,Billing & Payments,Medium,Resolved,Carlos Rivera,19.0,4.6,LATAM,Media
T00209,C0044,SMB,2024-06-20,2024-06,Q2 2024,Chat,Feature Request,Low,In Progress,Priya Patel,,,APAC,Media
T00210,C0084,Startup,2023-05-29,2023-05,Q2 2023,Email,Feature Request,Medium,Closed,James O'Brien,31.0,4.2,North America,Manufacturing
T00211,C0002,SMB,2024-09-29,2024-09,Q3 2024,Chat,Integration & API,Low,Open,David Kim,,,North America,Financial Services
T00212,C0210,Startup,2024-03-28,2024-03,Q1 2024,Chat,Performance & Stability,High,Resolved,Carlos Rivera,5.0,2.7,APAC,Technology
T00213,C0019,SMB,2023-05-29,2023-05,Q2 2023,Email,Performance & Stability,Medium,Open,Aisha Williams,,,APAC,Media
T00214,C0294,Enterprise,2024-07-29,2024-07,Q3 2024,Email,Feature Request,Medium,Closed,Marcus Johnson,56.0,3.8,North America,Media
T00215,C0150,Startup,2024-04-27,2024-04,Q2 2024,Chat,Feature Request,Medium,Resolved,Marcus Johnson,15.0,4.2,LATAM,Media
T00216,C0248,Enterprise,2024-12-06,2024-12,Q4 2024,Chat,Positive Feedback,Low,Closed,David Kim,57.0,3.3,North America,Media
T00217,C0267,SMB,2024-10-09,2024-10,Q4 2024,Email,Positive Feedback,Low,Resolved,Marcus Johnson,30.0,2.9,APAC,Manufacturing
T00218,C0107,Startup,2024-09-22,2024-09,Q3 2024,Phone,Access & Authentication,Medium,In Progress,Aisha Williams,,,APAC,Media
T00219,C0154,Enterprise,2024-06-02,2024-06,Q2 2024,Email,Feature Request,High,Resolved,David Kim,9.0,5.0,EMEA,Technology
T00220,C0243,Enterprise,2023-02-06,2023-02,Q1 2023,Self-Service Portal,Integration & API,Medium,Resolved,Aisha Williams,60.0,4.0,North America,Education
T00221,C0290,SMB,2024-11-25,2024-11,Q4 2024,Phone,Integration & API,High,Closed,Carlos Rivera,6.0,5.0,North America,Media
T00222,C0193,Mid-Market,2024-10-03,2024-10,Q4 2024,Email,Billing & Payments,Medium,In Progress,Emma Thompson,,,LATAM,Manufacturing
T00223,C0045,Enterprise,2024-05-23,2024-05,Q2 2024,Email,Integration & API,Low,Resolved,David Kim,75.0,4.2,APAC,Media
T00224,C0260,SMB,2023-01-26,2023-01,Q1 2023,Self-Service Portal,Integration & API,High,Closed,Priya Patel,14.0,5.0,LATAM,Logistics
T00225,C0106,Mid-Market,2023-02-07,2023-02,Q1 2023,Email,Feature Request,Medium,Closed,Aisha Williams,67.0,1.8,North America,Retail
T00226,C0012,Enterprise,2024-08-14,2024-08,Q3 2024,Email,Security & Compliance,Medium,Resolved,Aisha Williams,23.0,2.9,North America,Financial Services
T00227,C0059,Enterprise,2023-01-16,2023-01,Q1 2023,Chat,Integration & API,High,Resolved,Carlos Rivera,13.0,2.7,LATAM,Media
T00228,C0277,SMB,2024-03-30,2024-03,Q1 2024,Email,Access & Authentication,Low,Resolved,David Kim,69.0,3.6,North America,Media
T00229,C0183,SMB,2023-11-16,2023-11,Q4 2023,Phone,Billing & Payments,Low,Open,David Kim,,,APAC,Logistics
T00230,C0050,Mid-Market,2024-04-11,2024-04,Q2 2024,Chat,Performance & Stability,Low,Closed,Carlos Rivera,117.0,2.7,LATAM,Education
T00231,C0167,SMB,2024-04-09,2024-04,Q2 2024,Chat,Access & Authentication,High,Closed,Marcus Johnson,15.0,2.8,LATAM,Financial Services
T00232,C0167,SMB,2024-07-23,2024-07,Q3 2024,Chat,Positive Feedback,Medium,Resolved,Carlos Rivera,28.0,2.7,LATAM,Financial Services
T00233,C0107,Startup,2024-12-11,2024-12,Q4 2024,Phone,Positive Feedback,Medium,Resolved,David Kim,17.0,2.8,APAC,Media
T00234,C0167,SMB,2024-07-22,2024-07,Q3 2024,Chat,Integration & API,Medium,Resolved,Priya Patel,71.0,1.8,LATAM,Financial Services
T00235,C0298,SMB,2024-10-13,2024-10,Q4 2024,Chat,Billing & Payments,High,Resolved,Aisha Williams,10.0,3.4,EMEA,Retail
T00236,C0223,SMB,2023-12-19,2023-12,Q4 2023,Chat,Access & Authentication,Low,In Progress,Sarah Chen,,,LATAM,Technology
T00237,C0001,SMB,2024-12-21,2024-12,Q4 2024,Email,Product Education,High,Open,Emma Thompson,,,APAC,Financial Services
T00238,C0208,Mid-Market,2024-01-26,2024-01,Q1 2024,Email,Billing & Payments,High,Resolved,Priya Patel,17.0,5.0,APAC,Retail
T00239,C0069,Enterprise,2023-01-12,2023-01,Q1 2023,Chat,Access & Authentication,Low,Resolved,Emma Thompson,130.0,4.1,North America,Technology
T00240,C0093,Startup,2024-04-10,2024-04,Q2 2024,Chat,Performance & Stability,Medium,In Progress,Aisha Williams,,,LATAM,Media
T00241,C0211,Mid-Market,2024-07-13,2024-07,Q3 2024,Chat,Access & Authentication,Critical,Resolved,Aisha Williams,8.0,5.0,North America,Financial Services
T00242,C0239,SMB,2024-06-13,2024-06,Q2 2024,Chat,Security & Compliance,High,Closed,Sarah Chen,24.0,4.2,North America,Education
T00243,C0241,Startup,2024-04-09,2024-04,Q2 2024,Chat,Integration & API,Low,Closed,Aisha Williams,33.0,3.6,EMEA,Logistics
T00244,C0289,SMB,2023-09-24,2023-09,Q3 2023,Email,Integration & API,High,Closed,Marcus Johnson,13.0,2.9,LATAM,Healthcare
T00245,C0143,Enterprise,2023-09-16,2023-09,Q3 2023,Email,Data & Reporting,Low,In Progress,Carlos Rivera,,,LATAM,Technology
T00246,C0090,Mid-Market,2023-09-25,2023-09,Q3 2023,Self-Service Portal,Integration & API,Low,Resolved,Emma Thompson,150.0,3.8,APAC,Logistics
T00247,C0197,SMB,2023-09-01,2023-09,Q3 2023,Chat,Feature Request,High,Closed,David Kim,24.0,1.7,North America,Retail
T00248,C0205,Enterprise,2024-05-02,2024-05,Q2 2024,Chat,Feature Request,Low,Resolved,Emma Thompson,61.0,3.1,LATAM,Media
T00249,C0007,Startup,2023-10-23,2023-10,Q4 2023,Phone,Feature Request,Low,Open,Aisha Williams,,,LATAM,Healthcare
T00250,C0137,Enterprise,2023-04-11,2023-04,Q2 2023,Phone,Performance & Stability,Medium,In Progress,Carlos Rivera,,,North America,Healthcare
T00251,C0281,Enterprise,2023-01-11,2023-01,Q1 2023,Email,Positive Feedback,Critical,In Progress,Aisha Williams,,,LATAM,Media
T00252,C0099,SMB,2023-02-04,2023-02,Q1 2023,Phone,Access & Authentication,Low,Closed,Priya Patel,57.0,2.6,LATAM,Retail
T00253,C0057,SMB,2024-12-13,2024-12,Q4 2024,Email,Data & Reporting,Medium,Resolved,Marcus Johnson,49.0,2.0,APAC,Technology
T00254,C0142,Mid-Market,2023-03-05,2023-03,Q1 2023,Self-Service Portal,Data & Reporting,High,Resolved,Priya Patel,6.0,4.3,EMEA,Retail
T00255,C0252,SMB,2023-04-22,2023-04,Q2 2023,Chat,Feature Request,High,Closed,Aisha Williams,7.0,2.7,LATAM,Media
T00256,C0229,SMB,2023-01-20,2023-01,Q1 2023,Email,Performance & Stability,Critical,Resolved,David Kim,3.0,4.0,North America,Technology
T00257,C0245,SMB,2024-03-22,2024-03,Q1 2024,Email,Feature Request,Low,In Progress,Carlos Rivera,,,APAC,Retail
T00258,C0171,Mid-Market,2024-11-29,2024-11,Q4 2024,Chat,Access & Authentication,Low,Resolved,Priya Patel,98.0,3.4,APAC,Retail
T00259,C0284,SMB,2023-02-10,2023-02,Q1 2023,Self-Service Portal,Billing & Payments,Medium,Resolved,Priya Patel,18.0,4.7,LATAM,Technology
T00260,C0019,SMB,2023-07-17,2023-07,Q3 2023,Chat,Product Education,High,Closed,Sarah Chen,19.0,2.6,APAC,Media
T00261,C0173,Startup,2023-02-13,2023-02,Q1 2023,Chat,Billing & Payments,Medium,Closed,Priya Patel,37.0,1.6,EMEA,Education
T00262,C0251,Mid-Market,2024-10-31,2024-10,Q4 2024,Email,User Management,Medium,Resolved,Marcus Johnson,14.0,5.0,EMEA,Retail
T00263,C0234,Startup,2024-09-17,2024-09,Q3 2024,Email,Performance & Stability,Low,Resolved,Emma Thompson,133.0,2.5,APAC,Logistics
T00264,C0167,SMB,2023-05-04,2023-05,Q2 2023,Self-Service Portal,Performance & Stability,Medium,In Progress,Marcus Johnson,,,LATAM,Financial Services
T00265,C0062,SMB,2023-10-08,2023-10,Q4 2023,Chat,Data & Reporting,Medium,Resolved,Sarah Chen,20.0,4.8,EMEA,Logistics
T00266,C0250,Enterprise,2023-03-24,2023-03,Q1 2023,Phone,Billing & Payments,High,Closed,Aisha Williams,19.0,2.9,EMEA,Manufacturing
T00267,C0268,Enterprise,2024-04-06,2024-04,Q2 2024,Email,User Management,Medium,In Progress,Carlos Rivera,,,EMEA,Healthcare
T00268,C0215,Startup,2023-01-05,2023-01,Q1 2023,Self-Service Portal,Billing & Payments,Low,Resolved,Marcus Johnson,94.0,1.7,EMEA,Logistics
T00269,C0077,Mid-Market,2024-12-02,2024-12,Q4 2024,Email,Billing & Payments,Medium,Resolved,David Kim,63.0,2.5,LATAM,Education
T00270,C0023,Mid-Market,2023-04-17,2023-04,Q2 2023,Phone,User Management,High,Resolved,Carlos Rivera,6.0,4.3,LATAM,Media
T00271,C0215,Startup,2023-07-23,2023-07,Q3 2023,Email,Security & Compliance,High,In Progress,James O'Brien,,,EMEA,Logistics
T00272,C0038,Enterprise,2024-04-27,2024-04,Q2 2024,Email,Access & Authentication,Medium,Resolved,James O'Brien,55.0,2.9,North America,Retail
T00273,C0184,Startup,2023-10-04,2023-10,Q4 2023,Email,Access & Authentication,Medium,In Progress,Carlos Rivera,,,APAC,Education
T00274,C0113,SMB,2023-10-30,2023-10,Q4 2023,Chat,Positive Feedback,Medium,In Progress,David Kim,,,APAC,Media
T00275,C0111,SMB,2024-08-28,2024-08,Q3 2024,Chat,Integration & API,Critical,Closed,Priya Patel,4.0,5.0,EMEA,Retail
T00276,C0294,Enterprise,2023-01-06,2023-01,Q1 2023,Phone,Access & Authentication,Medium,Open,David Kim,,,North America,Media
T00277,C0124,Startup,2023-03-27,2023-03,Q1 2023,Self-Service Portal,Access & Authentication,Low,In Progress,David Kim,,,LATAM,Healthcare
T00278,C0157,Mid-Market,2023-06-15,2023-06,Q2 2023,Email,Security & Compliance,Low,Resolved,Sarah Chen,118.0,3.4,North America,Manufacturing
T00279,C0037,SMB,2024-01-30,2024-01,Q1 2024,Phone,Integration & API,Medium,Resolved,Carlos Rivera,50.0,3.0,EMEA,Manufacturing
T00280,C0027,Mid-Market,2023-04-24,2023-04,Q2 2023,Chat,Integration & API,Critical,Resolved,James O'Brien,2.0,5.0,APAC,Media
T00281,C0277,SMB,2023-04-27,2023-04,Q2 2023,Self-Service Portal,Feature Request,Low,Closed,Emma Thompson,92.0,3.0,North America,Media
T00282,C0142,Mid-Market,2023-02-25,2023-02,Q1 2023,Chat,Data & Reporting,Medium,In Progress,James O'Brien,,,EMEA,Retail
T00283,C0235,Startup,2023-03-31,2023-03,Q1 2023,Self-Service Portal,Security & Compliance,Medium,In Progress,Priya Patel,,,North America,Manufacturing
T00284,C0105,Startup,2024-06-17,2024-06,Q2 2024,Chat,Data & Reporting,Low,In Progress,Aisha Williams,,,APAC,Retail
T00285,C0097,SMB,2023-03-06,2023-03,Q1 2023,Chat,Positive Feedback,Low,Resolved,David Kim,148.0,3.3,LATAM,Manufacturing
T00286,C0235,Startup,2023-11-08,2023-11,Q4 2023,Phone,Security & Compliance,Medium,In Progress,Carlos Rivera,,,North America,Manufacturing
T00287,C0146,Mid-Market,2024-04-11,2024-04,Q2 2024,Email,User Management,Low,Closed,Carlos Rivera,53.0,1.6,APAC,Healthcare
T00288,C0295,SMB,2023-05-10,2023-05,Q2 2023,Phone,Data & Reporting,High,Resolved,Priya Patel,8.0,4.1,APAC,Logistics
T00289,C0274,SMB,2023-11-05,2023-11,Q4 2023,Phone,Access & Authentication,Low,Closed,Carlos Rivera,163.0,4.4,APAC,Media
T00290,C0152,SMB,2024-04-30,2024-04,Q2 2024,Email,Product Education,Medium,Resolved,Priya Patel,22.0,5.0,APAC,Media
T00291,C0283,Mid-Market,2023-04-30,2023-04,Q2 2023,Chat,Data & Reporting,Low,Open,James O'Brien,,,APAC,Media
T00292,C0143,Enterprise,2023-07-20,2023-07,Q3 2023,Phone,Integration & API,Medium,Open,Sarah Chen,,,LATAM,Technology
T00293,C0185,Mid-Market,2024-02-12,2024-02,Q1 2024,Chat,Security & Compliance,Medium,Resolved,David Kim,65.0,1.8,LATAM,Retail
T00294,C0213,Mid-Market,2024-03-29,2024-03,Q1 2024,Chat,Positive Feedback,Low,Closed,David Kim,60.0,2.1,APAC,Logistics
T00295,C0269,Mid-Market,2023-12-10,2023-12,Q4 2023,Email,Product Education,Low,Resolved,Priya Patel,166.0,2.9,North America,Media
T00296,C0103,SMB,2023-07-10,2023-07,Q3 2023,Phone,Performance & Stability,Critical,Closed,Sarah Chen,5.0,2.6,EMEA,Education
T00297,C0079,Enterprise,2023-09-26,2023-09,Q3 2023,Phone,Positive Feedback,Medium,Closed,Aisha Williams,70.0,1.6,EMEA,Retail
T00298,C0253,SMB,2023-03-10,2023-03,Q1 2023,Chat,Data & Reporting,Medium,Resolved,Sarah Chen,55.0,3.7,EMEA,Media
T00299,C0133,Enterprise,2023-06-16,2023-06,Q2 2023,Phone,Billing & Payments,Medium,Resolved,Carlos Rivera,54.0,3.4,APAC,Healthcare
T00300,C0025,Mid-Market,2023-10-24,2023-10,Q4 2023,Email,Performance & Stability,High,Resolved,Carlos Rivera,23.0,3.5,North America,Technology
T00301,C0155,SMB,2023-10-05,2023-10,Q4 2023,Chat,Feature Request,High,Closed,Emma Thompson,8.0,4.8,APAC,Logistics
T00302,C0175,Mid-Market,2023-06-16,2023-06,Q2 2023,Email,Billing & Payments,High,Closed,Priya Patel,17.0,2.8,North America,Financial Services
T00303,C0009,SMB,2024-05-06,2024-05,Q2 2024,Chat,Feature Request,High,Closed,Marcus Johnson,9.0,4.7,EMEA,Manufacturing
T00304,C0114,Mid-Market,2023-05-12,2023-05,Q2 2023,Email,Feature Request,Medium,Closed,Emma Thompson,17.0,4.8,APAC,Education
T00305,C0022,SMB,2023-07-21,2023-07,Q3 2023,Email,Positive Feedback,Medium,In Progress,Sarah Chen,,,EMEA,Logistics
T00306,C0050,Mid-Market,2023-05-07,2023-05,Q2 2023,Phone,Performance & Stability,High,Open,Priya Patel,,,LATAM,Education
T00307,C0257,Enterprise,2024-09-19,2024-09,Q3 2024,Chat,Performance & Stability,High,Open,Sarah Chen,,,LATAM,Technology
T00308,C0051,SMB,2023-08-08,2023-08,Q3 2023,Chat,Feature Request,Medium,Resolved,James O'Brien,53.0,2.8,APAC,Manufacturing
T00309,C0209,Startup,2023-04-26,2023-04,Q2 2023,Chat,Integration & API,Medium,Resolved,Marcus Johnson,13.0,3.5,LATAM,Logistics
T00310,C0198,SMB,2023-10-18,2023-10,Q4 2023,Phone,Feature Request,Medium,In Progress,Marcus Johnson,,,EMEA,Healthcare
T00311,C0244,Mid-Market,2024-11-26,2024-11,Q4 2024,Phone,Access & Authentication,Medium,Resolved,Marcus Johnson,26.0,2.7,LATAM,Retail
T00312,C0087,SMB,2023-03-08,2023-03,Q1 2023,Self-Service Portal,Data & Reporting,Medium,In Progress,Emma Thompson,,,North America,Retail
T00313,C0183,SMB,2024-05-02,2024-05,Q2 2024,Chat,User Management,Low,In Progress,David Kim,,,APAC,Logistics
T00314,C0255,Mid-Market,2023-08-25,2023-08,Q3 2023,Phone,Access & Authentication,Low,Resolved,Marcus Johnson,107.0,2.0,EMEA,Manufacturing
T00315,C0040,Startup,2024-11-07,2024-11,Q4 2024,Email,Integration & API,Medium,Resolved,Sarah Chen,51.0,3.1,EMEA,Retail
T00316,C0221,SMB,2023-05-02,2023-05,Q2 2023,Chat,Data & Reporting,Medium,Open,Priya Patel,,,APAC,Technology
T00317,C0160,Startup,2024-02-03,2024-02,Q1 2024,Phone,Access & Authentication,Medium,Resolved,Aisha Williams,28.0,1.7,APAC,Retail
T00318,C0254,Startup,2024-08-28,2024-08,Q3 2024,Email,Feature Request,Low,Open,Sarah Chen,,,EMEA,Manufacturing
T00319,C0175,Mid-Market,2024-01-25,2024-01,Q1 2024,Chat,Data & Reporting,Medium,Resolved,Marcus Johnson,47.0,4.2,North America,Financial Services
T00320,C0157,Mid-Market,2023-04-28,2023-04,Q2 2023,Chat,Access & Authentication,Medium,Closed,Carlos Rivera,10.0,4.3,North America,Manufacturing
T00321,C0194,Enterprise,2024-08-07,2024-08,Q3 2024,Email,Performance & Stability,Low,Resolved,Aisha Williams,110.0,2.0,LATAM,Healthcare
T00322,C0187,Mid-Market,2024-03-22,2024-03,Q1 2024,Email,Performance & Stability,Low,Closed,Emma Thompson,36.0,2.4,APAC,Manufacturing
T00323,C0116,SMB,2024-10-01,2024-10,Q4 2024,Chat,Feature Request,Medium,Resolved,Aisha Williams,34.0,3.9,North America,Retail
T00324,C0259,SMB,2023-11-04,2023-11,Q4 2023,Chat,Integration & API,High,Resolved,Priya Patel,21.0,4.4,LATAM,Manufacturing
T00325,C0296,Enterprise,2024-05-26,2024-05,Q2 2024,Chat,Product Education,Low,Closed,David Kim,157.0,2.1,North America,Financial Services
T00326,C0076,SMB,2023-09-04,2023-09,Q3 2023,Chat,Feature Request,Medium,Resolved,Aisha Williams,34.0,2.3,LATAM,Logistics
T00327,C0083,Startup,2023-09-20,2023-09,Q3 2023,Email,Billing & Payments,High,Open,Emma Thompson,,,LATAM,Media
T00328,C0217,SMB,2024-10-24,2024-10,Q4 2024,Email,Billing & Payments,High,Closed,Sarah Chen,24.0,3.8,APAC,Financial Services
T00329,C0043,Enterprise,2023-11-18,2023-11,Q4 2023,Chat,Security & Compliance,Low,Resolved,Marcus Johnson,84.0,1.8,LATAM,Technology
T00330,C0268,Enterprise,2024-11-11,2024-11,Q4 2024,Self-Service Portal,User Management,Medium,In Progress,James O'Brien,,,EMEA,Healthcare
T00331,C0217,SMB,2023-08-12,2023-08,Q3 2023,Chat,Billing & Payments,Low,Resolved,Emma Thompson,52.0,2.4,APAC,Financial Services
T00332,C0244,Mid-Market,2024-11-30,2024-11,Q4 2024,Chat,Security & Compliance,Low,Closed,James O'Brien,37.0,3.6,LATAM,Retail
T00333,C0130,Enterprise,2024-07-19,2024-07,Q3 2024,Self-Service Portal,Performance & Stability,Low,Resolved,Emma Thompson,26.0,4.2,EMEA,Financial Services
T00334,C0131,SMB,2023-11-05,2023-11,Q4 2023,Email,Positive Feedback,High,Closed,Aisha Williams,24.0,3.9,LATAM,Healthcare
T00335,C0042,Startup,2024-05-18,2024-05,Q2 2024,Phone,Data & Reporting,Low,Closed,Emma Thompson,153.0,1.7,EMEA,Technology
T00336,C0281,Enterprise,2023-12-01,2023-12,Q4 2023,Chat,Access & Authentication,High,Resolved,Carlos Rivera,4.0,4.4,LATAM,Media
T00337,C0295,SMB,2023-03-26,2023-03,Q1 2023,Phone,Data & Reporting,Low,Resolved,Priya Patel,105.0,2.9,APAC,Logistics
T00338,C0134,Mid-Market,2023-06-27,2023-06,Q2 2023,Email,Positive Feedback,Low,Resolved,Sarah Chen,81.0,1.6,LATAM,Manufacturing
T00339,C0286,Mid-Market,2024-10-24,2024-10,Q4 2024,Chat,Billing & Payments,High,Resolved,Priya Patel,5.0,4.3,LATAM,Technology
T00340,C0046,Mid-Market,2024-01-12,2024-01,Q1 2024,Chat,Access & Authentication,Low,Closed,James O'Brien,81.0,3.6,North America,Media
T00341,C0137,Enterprise,2023-10-22,2023-10,Q4 2023,Email,Data & Reporting,Medium,In Progress,Emma Thompson,,,North America,Healthcare
T00342,C0075,SMB,2023-01-30,2023-01,Q1 2023,Email,Billing & Payments,Medium,Resolved,Carlos Rivera,9.0,2.9,North America,Technology
T00343,C0204,SMB,2024-12-04,2024-12,Q4 2024,Chat,Data & Reporting,Medium,Open,David Kim,,,LATAM,Manufacturing
T00344,C0182,Enterprise,2024-09-12,2024-09,Q3 2024,Email,Performance & Stability,Low,Resolved,Sarah Chen,118.0,1.9,North America,Logistics
T00345,C0298,SMB,2023-07-03,2023-07,Q3 2023,Self-Service Portal,Integration & API,Low,In Progress,Aisha Williams,,,EMEA,Retail
T00346,C0060,Startup,2023-11-17,2023-11,Q4 2023,Email,Integration & API,Low,Resolved,Emma Thompson,91.0,3.1,LATAM,Manufacturing
T00347,C0085,SMB,2023-11-20,2023-11,Q4 2023,Self-Service Portal,Feature Request,High,Resolved,Priya Patel,5.0,2.7,LATAM,Media
T00348,C0019,SMB,2024-04-26,2024-04,Q2 2024,Self-Service Portal,Feature Request,Medium,Closed,David Kim,53.0,3.0,APAC,Media
T00349,C0058,Mid-Market,2023-06-01,2023-06,Q2 2023,Email,Access & Authentication,Low,In Progress,Priya Patel,,,EMEA,Retail
T00350,C0214,SMB,2023-03-20,2023-03,Q1 2023,Email,Integration & API,High,Resolved,Priya Patel,16.0,5.0,LATAM,Technology
T00351,C0015,Startup,2023-03-25,2023-03,Q1 2023,Chat,Feature Request,Medium,Resolved,Priya Patel,13.0,3.5,North America,Retail
T00352,C0109,SMB,2023-02-19,2023-02,Q1 2023,Email,Data & Reporting,High,Closed,Emma Thompson,6.0,3.0,North America,Financial Services
T00353,C0046,Mid-Market,2023-01-22,2023-01,Q1 2023,Chat,Data & Reporting,Medium,Closed,Aisha Williams,46.0,3.9,North America,Media
T00354,C0068,Startup,2024-01-03,2024-01,Q1 2024,Chat,Positive Feedback,Medium,Closed,Carlos Rivera,62.0,3.8,North America,Healthcare
T00355,C0096,Mid-Market,2024-03-20,2024-03,Q1 2024,Self-Service Portal,Access & Authentication,Medium,Resolved,Marcus Johnson,18.0,3.9,APAC,Technology
T00356,C0245,SMB,2023-11-04,2023-11,Q4 2023,Email,Feature Request,Medium,Resolved,Emma Thompson,17.0,4.0,APAC,Retail
T00357,C0212,Mid-Market,2023-04-07,2023-04,Q2 2023,Chat,Feature Request,Low,Resolved,Emma Thompson,69.0,3.9,North America,Media
T00358,C0024,SMB,2023-03-27,2023-03,Q1 2023,Phone,Feature Request,Medium,Closed,Priya Patel,41.0,4.4,EMEA,Healthcare
T00359,C0109,SMB,2023-07-09,2023-07,Q3 2023,Phone,Product Education,Medium,Resolved,David Kim,58.0,1.5,North America,Financial Services
T00360,C0236,SMB,2024-12-09,2024-12,Q4 2024,Phone,Performance & Stability,Low,Resolved,Sarah Chen,46.0,1.9,LATAM,Retail
T00361,C0098,Mid-Market,2023-04-25,2023-04,Q2 2023,Email,Product Education,Low,Resolved,David Kim,46.0,2.4,LATAM,Financial Services
T00362,C0076,SMB,2024-04-30,2024-04,Q2 2024,Phone,Access & Authentication,Low,Resolved,James O'Brien,139.0,3.3,LATAM,Logistics
T00363,C0151,Startup,2024-08-06,2024-08,Q3 2024,Phone,Data & Reporting,High,Resolved,David Kim,19.0,4.0,APAC,Logistics
T00364,C0263,Mid-Market,2024-08-28,2024-08,Q3 2024,Self-Service Portal,User Management,Low,In Progress,Carlos Rivera,,,LATAM,Logistics
T00365,C0284,SMB,2023-03-07,2023-03,Q1 2023,Email,Performance & Stability,Low,Resolved,James O'Brien,29.0,2.0,LATAM,Technology
T00366,C0241,Startup,2023-12-19,2023-12,Q4 2023,Phone,Integration & API,Medium,Closed,Carlos Rivera,45.0,4.4,EMEA,Logistics
T00367,C0242,SMB,2023-06-15,2023-06,Q2 2023,Phone,Data & Reporting,Low,In Progress,Emma Thompson,,,North America,Manufacturing
T00368,C0253,SMB,2023-11-07,2023-11,Q4 2023,Chat,Performance & Stability,Low,Resolved,Carlos Rivera,32.0,3.9,EMEA,Media
T00369,C0221,SMB,2023-04-27,2023-04,Q2 2023,Email,Access & Authentication,High,Resolved,Marcus Johnson,5.0,5.0,APAC,Technology
T00370,C0026,Startup,2024-03-24,2024-03,Q1 2024,Phone,Feature Request,Low,Resolved,Marcus Johnson,153.0,1.8,EMEA,Technology
T00371,C0106,Mid-Market,2024-01-06,2024-01,Q1 2024,Chat,Data & Reporting,Medium,Closed,Marcus Johnson,54.0,4.0,North America,Retail
T00372,C0104,Mid-Market,2024-03-25,2024-03,Q1 2024,Phone,Feature Request,High,Resolved,Emma Thompson,6.0,4.6,LATAM,Logistics
T00373,C0185,Mid-Market,2024-10-06,2024-10,Q4 2024,Chat,Billing & Payments,Low,In Progress,Carlos Rivera,,,LATAM,Retail
T00374,C0016,SMB,2024-03-29,2024-03,Q1 2024,Self-Service Portal,Access & Authentication,Low,Open,Sarah Chen,,,APAC,Financial Services
